039 - 14.0, 16.0, 10.0, 8.25, 17.75, 26.0, 6.25, 3.25, 13.0, 9.25
040 - 10.0, 12.0, 6.0, 9.0, 18.5, 22.0, 7.0, 4.0, 9.0, 10.0
041 - 15.0, 11.5, 11.0, 14.0, 18.0, 27.0, 6.5, 3.5, 14.0, 9.5
042 - 7.0, 9.0, 3.0, 6.0, 15.5, 19.0, 4.0, 1.0, 6.0, 7.0
043 - 6.0, 8.0, 2.0, 10.25, 14.5, 23.25, 8.25, 5.25, 10.25, 6.0
044 - 12.25, 13.25, 7.25, 10.25, 19.75, 24.25, 9.25, 6.25, 11.25, 11.25
045 - 10.0, 12.0, 6.0, 9.0, 21.25, 24.75, 7.0, 6.75, 11.75, 12.75
046 - 11.5, 13.5, 6.0, 9.0, 20.0, 22.0, 7.0, 5.5, 10.5, 10.0
047 - 8.5, 10.5, 4.5, 7.5, 17.0, 20.5, 5.5, 2.5, 7.5, 8.5
048 - 13.0, 15.0, 9.0, 12.0, 21.5, 25.0, 10.0, 7.0, 12.0, 13.0
049 - 10.25, 12.25, 6.25, 9.25, 18.75, 22.25, 7.25, 4.25, 9.25, 10.25
050 - 7.75, 15.5, 9.5, 6.75, 22.0, 25.5, 4.75, 7.5, 6.75, 7.75
051 - 14.25, 18.0, 10.25, 15.0, 22.75, 26.25, 13.0, 10.0, 13.25, 16.0
052 - 15.5, 17.5, 9.0, 14.5, 24.0, 25.0, 10.0, 7.0, 12.0, 15.5
053 - 6.5, 10.25, 4.25, 5.5, 16.75, 18.5, 3.5, 0.5, 7.25, 8.25
054 - 15.75, 14.25, 8.25, 11.25, 24.25, 24.25, 12.75, 9.75, 11.25, 15.75
055 - 10.25, 10.0, 6.25, 7.0, 16.5, 22.25, 5.0, 2.0, 9.25, 10.25
056 - 8.0, 16.5, 10.5, 7.0, 23.0, 20.0, 5.0, 8.5, 13.5, 8.0
057 - 6.0, 12.5, 2.0, 9.5, 14.5, 22.5, 3.0, 4.5, 9.5, 6.0
058 - 15.5, 17.5, 11.5, 14.5, 20.75, 27.5, 9.25, 6.25, 11.25, 12.25
059 - 6.5, 13.5, 7.5, 5.5, 20.0, 18.5, 3.5, 5.5, 5.5, 11.5
060 - 10.5, 8.25, 6.5, 5.25, 14.75, 22.5, 7.5, 0.25, 5.25, 10.5
061 - 16.0, 18.0, 12.0, 15.0, 24.5, 28.0, 13.0, 10.0, 15.0, 16.0
062 - 8.75, 17.5, 4.75, 14.5, 24.0, 20.75, 12.5, 2.75, 7.75, 15.5
063 - 7.0, 13.5, 7.5, 6.0, 15.5, 23.5, 4.0, 5.5, 10.5, 7.0
064 - 11.5, 9.0, 7.5, 6.0, 20.0, 23.5, 8.5, 1.0, 6.0, 7.0
065 - 12.25, 14.25, 8.25, 11.25, 20.75, 24.25, 9.25, 6.25, 11.25, 12.25
066 - 12.5, 15.0, 9.0, 11.5, 21.0, 25.0, 9.5, 6.5, 12.0, 13.0
067 - 6.5, 8.5, 3.0, 5.5, 15.0, 19.0, 4.0, 0.5, 6.0, 7.0
068 - 14.5, 13.0, 7.0, 13.5, 19.5, 23.0, 11.5, 5.0, 13.5, 14.5
069 - 7.5, 9.5, 6.25, 6.5, 16.0, 22.25, 7.25, 4.25, 6.5, 10.25
070 - 13.75, 16.5, 10.5, 12.75, 23.0, 25.75, 11.5, 7.75, 12.75, 14.5
071 - 7.75, 8.75, 3.75, 5.75, 15.25, 18.75, 4.75, 1.75, 6.75, 6.75
072 - 12.5, 15.25, 8.5, 11.5, 21.75, 24.5, 10.25, 7.25, 12.25, 12.5
073 - 12.0, 18.0, 12.0, 15.0, 24.5, 24.0, 9.0, 10.0, 11.0, 12.0
074 - 10.75, 12.0, 6.0, 9.75, 18.5, 22.75, 7.75, 4.75, 9.0, 10.0
075 - 7.25, 9.25, 7.5, 10.5, 20.0, 19.25, 4.25, 1.25, 10.5, 11.5
076 - 7.75, 15.25, 3.75, 6.75, 16.25, 25.25, 4.75, 7.25, 12.25, 13.25
077 - 8.5, 10.5, 4.5, 7.5, 17.0, 20.5, 5.5, 2.5, 7.5, 8.5
078 - 7.25, 14.0, 8.0, 6.25, 15.75, 24.0, 9.0, 6.0, 6.25, 7.25
079 - 13.0, 14.0, 8.0, 11.0, 21.5, 25.0, 10.0, 6.0, 12.0, 12.0
080 - 7.25, 12.75, 6.75, 9.75, 15.75, 19.25, 7.75, 1.25, 6.25, 10.75
081 - 11.25, 13.25, 8.25, 10.25, 20.75, 24.25, 8.25, 6.25, 10.25, 12.25
082 - 8.25, 10.25, 4.25, 7.25, 16.75, 20.25, 5.25, 2.25, 7.25, 8.25
083 - 15.0, 17.0, 9.75, 12.75, 22.25, 27.0, 12.0, 9.0, 12.75, 13.75
084 - 9.5, 14.25, 5.5, 11.25, 18.0, 24.25, 9.25, 3.5, 8.5, 12.25
085 - 9.5, 11.5, 5.5, 8.5, 18.0, 21.5, 6.5, 3.5, 8.5, 9.5
086 - 9.75, 11.75, 5.75, 8.75, 18.25, 21.75, 6.75, 3.75, 8.75, 9.75
087 - 6.0, 17.0, 2.0, 5.0, 23.5, 18.0, 12.0, 9.0, 5.0, 15.0
088 - 12.25, 14.25, 7.25, 11.25, 20.75, 23.25, 8.25, 6.25, 10.25, 11.25
089 - 10.25, 12.75, 6.25, 9.75, 18.75, 22.25, 7.75, 4.25, 9.75, 10.75
090 - 15.0, 17.0, 9.75, 12.75, 23.5, 27.0, 10.75, 7.75, 12.75, 15.0
091 - 15.0, 10.0, 4.0, 14.0, 16.5, 27.0, 12.0, 2.0, 7.0, 15.0
092 - 9.25, 12.0, 5.25, 9.0, 17.75, 21.25, 7.0, 4.0, 8.25, 10.0
093 - 12.0, 13.0, 8.0, 11.0, 19.5, 23.0, 9.0, 5.0, 11.0, 11.0
094 - 10.0, 11.0, 6.0, 8.0, 17.5, 22.0, 6.0, 4.0, 8.0, 10.0
095 - 13.0, 15.0, 9.0, 12.0, 21.5, 25.0, 10.0, 7.0, 12.0, 13.0
096 - 8.5, 10.5, 5.25, 7.5, 17.75, 21.25, 5.5, 3.25, 8.25, 8.5
097 - 13.75, 15.75, 5.0, 12.75, 17.5, 21.0, 10.75, 7.75, 8.0, 9.0
098 - 9.25, 11.25, 2.75, 8.25, 17.75, 18.75, 3.75, 3.25, 5.75, 6.75
099 - 15.75, 17.75, 11.75, 14.75, 24.25, 27.75, 12.75, 9.75, 14.75, 15.75
100 - 6.25, 8.25, 2.25, 5.25, 14.75, 18.25, 3.25, 0.25, 5.25, 6.25
101 - 13.5, 15.5, 10.5, 13.5, 23.0, 25.5, 10.5, 8.5, 12.5, 14.5
102 - 8.25, 10.25, 8.0, 7.25, 16.75, 24.0, 9.0, 6.0, 7.25, 12.0
103 - 11.75, 13.75, 7.75, 10.75, 20.25, 23.75, 8.75, 5.75, 10.75, 11.75
104 - 7.25, 9.25, 3.25, 6.25, 15.75, 19.25, 4.25, 1.25, 6.25, 7.25
105 - 10.75, 12.75, 4.75, 9.75, 19.25, 20.75, 5.75, 2.75, 9.75, 8.75
106 - 9.5, 11.5, 5.5, 8.5, 18.0, 21.5, 6.5, 3.5, 8.5, 9.5
107 - 10.5, 9.5, 6.5, 9.5, 19.0, 19.5, 4.5, 1.5, 6.5, 10.5
108 - 9.5, 11.5, 4.0, 7.0, 16.5, 21.5, 6.5, 3.5, 7.0, 8.0
109 - 12.0, 14.0, 8.0, 11.0, 20.5, 24.0, 9.0, 6.0, 11.0, 12.0
110 - 10.5, 9.0, 6.5, 9.5, 15.5, 22.5, 4.0, 1.0, 9.5, 7.0
111 - 6.0, 8.0, 6.5, 9.5, 14.5, 18.0, 7.5, 4.5, 5.0, 10.5
112 - 14.75, 18.0, 10.75, 15.0, 23.25, 28.0, 11.75, 8.75, 15.0, 16.0
113 - 7.25, 15.0, 9.0, 12.0, 15.75, 19.25, 4.25, 7.0, 6.25, 13.0
114 - 13.75, 10.0, 9.75, 7.0, 22.25, 25.75, 5.0, 7.75, 7.0, 8.0
115 - 10.75, 12.75, 6.75, 9.75, 19.25, 22.75, 7.75, 4.75, 9.75, 10.75
116 - 8.25, 9.25, 4.25, 7.25, 15.75, 19.25, 4.25, 2.25, 7.25, 7.25
117 - 9.25, 16.0, 5.25, 13.0, 17.75, 21.25, 11.0, 8.0, 13.0, 9.25
118 - 14.25, 16.25, 10.75, 13.75, 22.75, 26.25, 11.25, 8.75, 13.75, 14.75
119 - 10.0, 10.75, 4.75, 9.0, 17.25, 22.0, 7.0, 4.0, 7.75, 8.75
120 - 7.5, 9.5, 3.5, 6.5, 16.0, 19.5, 4.5, 1.5, 6.5, 7.5
121 - 14.0, 11.75, 5.75, 8.75, 22.5, 26.0, 11.0, 3.75, 13.0, 9.75
122 - 12.25, 14.25, 11.75, 14.75, 20.75, 24.25, 12.75, 9.75, 11.25, 15.75
123 - 13.0, 15.0, 9.0, 12.0, 21.5, 25.0, 10.0, 7.0, 12.0, 13.0
124 - 13.0, 15.0, 9.0, 12.0, 21.5, 25.0, 10.0, 7.0, 12.0, 13.0
125 - 12.0, 16.5, 10.5, 11.0, 20.5, 26.5, 11.5, 6.0, 11.0, 14.5
126 - 14.5, 8.0, 10.5, 13.5, 14.5, 26.5, 3.0, 0.0, 13.5, 6.0
127 - 6.5, 8.5, 2.5, 8.75, 15.0, 21.75, 6.75, 0.5, 8.75, 9.75
128 - 15.5, 17.25, 11.5, 14.5, 23.75, 27.5, 12.25, 9.25, 14.5, 15.25
129 - 9.25, 11.25, 5.25, 8.25, 17.75, 21.25, 6.25, 3.25, 8.25, 9.25
130 - 15.25, 17.25, 11.25, 14.25, 23.75, 27.25, 12.25, 9.25, 14.25, 15.25
131 - 12.0, 12.25, 6.25, 9.25, 18.75, 24.0, 9.0, 6.0, 9.25, 12.0
132 - 7.25, 9.25, 3.25, 6.25, 15.75, 19.25, 4.25, 1.25, 6.25, 7.25
133 - 13.25, 9.75, 3.75, 12.25, 21.75, 19.75, 4.75, 7.25, 12.25, 7.75
134 - 7.5, 16.25, 3.5, 6.5, 22.75, 19.5, 11.25, 8.25, 6.5, 14.25
135 - 10.0, 12.0, 6.75, 9.75, 18.5, 22.0, 7.75, 4.0, 9.75, 10.75
136 - 14.75, 16.75, 7.25, 13.75, 19.75, 23.25, 11.75, 5.25, 13.75, 11.25
137 - 12.75, 14.75, 8.75, 11.75, 21.25, 24.75, 9.75, 6.75, 11.75, 12.75
138 - 14.5, 9.75, 10.5, 6.75, 16.25, 19.75, 11.5, 8.5, 13.5, 7.75
139 - 7.0, 9.0, 3.0, 6.0, 15.5, 19.0, 4.0, 1.0, 6.0, 7.0
140 - 12.75, 14.75, 8.75, 11.75, 21.25, 24.75, 9.75, 6.75, 11.75, 12.75
141 - 13.75, 15.75, 9.75, 12.75, 22.25, 25.75, 10.75, 7.75, 12.75, 13.75
142 - 7.25, 9.25, 3.25, 6.25, 15.75, 19.25, 4.25, 1.25, 6.25, 7.25
143 - 15.75, 17.75, 11.75, 14.75, 24.25, 27.75, 12.75, 9.75, 14.75, 15.75
144 - 12.25, 16.5, 10.5, 11.25, 23.0, 24.25, 11.5, 6.25, 13.5, 12.25
145 - 8.75, 11.5, 5.5, 7.75, 17.25, 21.5, 5.75, 2.75, 8.5, 9.5
146 - 6.25, 16.75, 2.25, 5.25, 14.75, 26.75, 3.25, 8.75, 13.75, 14.75
147 - 9.75, 11.75, 10.75, 13.75, 23.25, 26.75, 6.75, 3.75, 8.75, 14.75
148 - 11.5, 13.5, 7.5, 10.5, 20.0, 23.5, 8.5, 5.5, 10.5, 11.5
149 - 15.25, 17.25, 11.5, 14.5, 24.0, 27.25, 12.25, 9.5, 14.5, 15.25
150 - 8.25, 10.25, 4.75, 7.75, 16.75, 20.75, 5.25, 2.75, 7.75, 8.25
151 - 12.25, 12.5, 6.5, 9.5, 20.75, 24.25, 9.25, 6.25, 9.5, 10.5
152 - 9.75, 11.75, 6.0, 9.0, 18.25, 21.75, 7.0, 3.75, 9.0, 10.0
153 - 9.5, 11.5, 12.0, 8.5, 24.5, 28.0, 6.5, 10.0, 15.0, 9.5
154 - 10.25, 9.75, 6.25, 6.75, 18.75, 22.25, 4.75, 1.75, 9.25, 7.75
155 - 11.5, 11.75, 7.5, 10.5, 20.0, 21.75, 6.75, 5.5, 8.75, 9.75
156 - 11.25, 13.25, 10.0, 13.0, 22.5, 26.0, 8.25, 8.0, 10.25, 11.25
157 - 7.0, 9.0, 3.0, 6.0, 15.5, 19.0, 4.0, 1.0, 6.0, 7.0
158 - 7.0, 9.0, 3.0, 10.25, 19.75, 19.0, 8.25, 5.25, 6.0, 11.25
159 - 7.75, 15.0, 3.75, 6.75, 16.25, 25.0, 4.75, 7.0, 12.0, 13.0
160 - 6.75, 8.75, 11.5, 14.5, 24.0, 27.5, 12.5, 0.75, 5.75, 6.75
161 - 14.5, 16.5, 10.0, 13.0, 22.5, 26.0, 11.5, 8.5, 13.0, 14.5
162 - 7.5, 17.5, 3.5, 14.5, 16.0, 19.5, 12.5, 9.5, 6.5, 15.5
163 - 6.0, 8.0, 2.0, 5.0, 14.5, 18.0, 3.0, 0.0, 5.0, 6.0
164 - 11.75, 13.75, 2.5, 5.5, 20.25, 23.75, 3.5, 0.5, 10.75, 6.5
165 - 8.0, 10.75, 4.0, 7.0, 17.25, 20.75, 5.0, 2.75, 7.0, 8.75
166 - 15.75, 17.75, 11.75, 14.5, 24.25, 27.5, 12.5, 9.5, 14.75, 15.5
167 - 14.75, 11.25, 10.75, 8.25, 23.25, 26.75, 6.25, 8.75, 8.25, 9.25
168 - 16.0, 18.0, 12.0, 15.0, 24.5, 28.0, 13.0, 10.0, 15.0, 16.0
169 - 15.5, 9.75, 11.5, 14.5, 16.25, 19.75, 4.75, 9.5, 6.75, 15.5
170 - 8.75, 13.25, 7.25, 10.25, 19.75, 20.75, 5.75, 2.75, 10.25, 8.75
171 - 13.25, 15.25, 9.25, 6.0, 15.5, 19.0, 4.0, 7.25, 6.0, 13.25
172 - 9.25, 15.0, 9.0, 12.0, 17.75, 21.25, 6.25, 3.25, 12.0, 13.0
173 - 8.25, 10.25, 4.25, 7.25, 16.75, 20.25, 5.25, 2.25, 7.25, 8.25
174 - 9.5, 16.0, 10.0, 8.5, 18.0, 21.5, 11.0, 8.0, 13.0, 9.5
175 - 16.0, 18.0, 12.0, 12.75, 22.25, 25.75, 10.75, 7.75, 15.0, 16.0
176 - 9.5, 11.5, 5.5, 13.25, 18.0, 26.25, 6.5, 8.25, 13.25, 14.25
177 - 11.25, 13.25, 7.25, 10.25, 18.75, 22.25, 7.25, 4.25, 10.25, 10.25
178 - 7.0, 9.0, 6.5, 6.0, 15.5, 22.5, 7.5, 4.5, 9.5, 7.0
179 - 11.5, 13.75, 7.75, 10.5, 20.0, 23.75, 8.5, 5.5, 10.75, 11.75
180 - 8.5, 10.5, 2.75, 5.75, 17.0, 20.5, 5.5, 0.75, 5.75, 6.75
181 - 10.75, 12.75, 6.75, 9.75, 19.25, 22.75, 7.75, 4.75, 9.75, 10.75
182 - 9.5, 11.5, 12.0, 15.0, 18.0, 21.5, 6.5, 10.0, 15.0, 16.0
183 - 8.5, 8.75, 2.75, 7.5, 15.25, 20.5, 5.5, 0.75, 7.5, 6.75
184 - 13.5, 8.0, 9.5, 12.5, 14.5, 18.0, 10.5, 7.5, 5.0, 6.0
185 - 15.5, 17.5, 3.5, 6.5, 24.0, 27.5, 4.5, 9.5, 6.5, 7.5
186 - 14.5, 16.5, 10.5, 7.0, 16.5, 20.0, 11.5, 2.0, 7.0, 14.5
187 - 13.25, 15.25, 9.25, 12.25, 21.75, 25.25, 10.25, 7.25, 12.25, 13.25
188 - 10.5, 12.5, 12.0, 9.5, 24.5, 28.0, 13.0, 10.0, 9.5, 10.5
189 - 13.25, 10.75, 9.25, 12.25, 21.75, 20.75, 5.75, 2.75, 12.25, 8.75
190 - 7.5, 9.5, 3.5, 13.5, 23.0, 19.5, 11.5, 8.5, 6.5, 14.5
191 - 8.75, 9.5, 4.75, 7.75, 16.0, 20.75, 4.5, 1.5, 6.5, 8.75
192 - 7.0, 8.75, 2.75, 5.75, 15.5, 18.75, 4.0, 1.0, 5.75, 7.0
193 - 15.25, 17.25, 11.25, 10.0, 19.5, 27.25, 8.0, 5.0, 14.25, 11.0
194 - 10.75, 15.5, 6.75, 12.5, 22.0, 22.75, 7.75, 4.75, 12.5, 13.5
195 - 12.75, 18.0, 12.0, 11.75, 21.25, 28.0, 9.75, 6.75, 15.0, 16.0
196 - 12.25, 14.25, 8.25, 10.5, 20.0, 23.5, 8.5, 6.25, 11.25, 11.5
197 - 10.5, 12.5, 6.5, 9.5, 19.0, 22.5, 7.5, 4.5, 9.5, 10.5
198 - 13.5, 11.0, 9.5, 8.0, 22.0, 21.0, 10.5, 7.5, 8.0, 9.0
199 - 15.75, 17.75, 11.75, 14.75, 24.25, 27.75, 12.75, 9.75, 14.75, 15.75
200 - 7.75, 8.75, 3.75, 5.75, 16.25, 18.75, 3.75, 1.75, 6.75, 6.75
